x,y,delta_e,terrain_classification,waterlogging_risk_index,alphaearth_similarity
12,28,0.07957,Active Excavation / Bench Cut,0.4884,0.2246
13,28,0.09194,Active Excavation / Bench Cut,0.5139,0.3056
14,28,0.07565,Active Excavation / Bench Cut,0.5146,0.2136
15,28,0.05802,Active Excavation / Bench Cut,0.4659,0.2031
16,28,0.0651,Active Excavation / Bench Cut,0.5054,0.3046
17,28,0.07556,Active Excavation / Bench Cut,0.4834,0.3823
18,28,0.045,Overburden / Dump Movement,0.4504,0.2827
19,28,0.07955,Active Excavation / Bench Cut,0.4334,0.339
20,28,0.06561,Active Excavation / Bench Cut,0.4861,0.3927
21,28,0.06017,Active Excavation / Bench Cut,0.5018,0.3478
22,28,0.06037,Active Excavation / Bench Cut,0.4905,0.337
23,28,0.08182,Active Excavation / Bench Cut,0.4582,0.1443
24,28,0.07429,Active Excavation / Bench Cut,0.4684,0.2427
25,28,0.0655,Active Excavation / Bench Cut,0.5241,0.3286
26,28,0.05284,Active Excavation / Bench Cut,0.4917,0.32
27,28,0.06588,Active Excavation / Bench Cut,0.5374,0.2225
28,28,0.08702,Active Excavation / Bench Cut,0.5138,0.1986
29,28,0.07648,Active Excavation / Bench Cut,0.5386,0.177
0,29,0.079,Active Excavation / Bench Cut,0.573,0.2081
1,29,0.05757,Active Excavation / Bench Cut,0.5719,0.0394
2,29,0.06422,Active Excavation / Bench Cut,0.5493,0.103
3,29,0.07584,Active Excavation / Bench Cut,0.5355,0.1775
4,29,0.06729,Active Excavation / Bench Cut,0.5353,0.0994
5,29,0.07564,Active Excavation / Bench Cut,0.5461,0.0
6,29,0.07099,Active Excavation / Bench Cut,0.5833,0.0
7,29,0.0493,Overburden / Dump Movement,0.5083,0.1397
8,29,0.1111,Active Excavation / Bench Cut,0.4879,0.1319
9,29,0.07307,Active Excavation / Bench Cut,0.5621,0.1861
10,29,0.05913,Active Excavation / Bench Cut,0.5031,0.1613
11,29,0.06765,Active Excavation / Bench Cut,0.4743,0.0404
12,29,0.09584,Active Excavation / Bench Cut,0.5563,0.2379
13,29,0.05777,Active Excavation / Bench Cut,0.5336,0.105
14,29,0.06706,Active Excavation / Bench Cut,0.4797,0.2649
15,29,0.08523,Active Excavation / Bench Cut,0.5145,0.3119
16,29,0.09313,Active Excavation / Bench Cut,0.5236,0.1301
17,29,0.06017,Active Excavation / Bench Cut,0.5151,0.2899
18,29,0.06175,Active Excavation / Bench Cut,0.515,0.3052
19,29,0.07747,Active Excavation / Bench Cut,0.4855,0.1921
20,29,0.06495,Active Excavation / Bench Cut,0.4645,0.3362
21,29,0.08613,Active Excavation / Bench Cut,0.532,0.3016
22,29,0.07341,Active Excavation / Bench Cut,0.4886,0.4066
23,29,0.06823,Active Excavation / Bench Cut,0.4994,0.3404
24,29,0.08873,Active Excavation / Bench Cut,0.4939,0.2901
25,29,0.06525,Active Excavation / Bench Cut,0.5303,0.0514
26,29,0.06067,Active Excavation / Bench Cut,0.5254,0.3827
27,29,0.06873,Active Excavation / Bench Cut,0.5104,0.0976
28,29,0.0842,Active Excavation / Bench Cut,0.5066,0.1565
29,29,0.05647,Active Excavation / Bench Cut,0.5224,0.2063
